,ID,Age,Overall,Potential,International Reputation,Weak Foot,Skill Moves,Jersey Number,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
637,200641,28,79.0,79,2.0,3.0,4.0,11.0,75.0,76.0,43.0,77.0,67.0,82.0,83.0,80.0,74.0,81.0,89.0,79.0,83.0,77.0,78.0,76.0,62.0,68.0,63.0,77.0,52.0,37.0,76.0,74.0,75.0,74.0,25.0,30.0,27.0,5.0,11.0,15.0,9.0,9.0
638,200260,26,79.0,80,2.0,3.0,3.0,19.0,79.0,75.0,48.0,76.0,74.0,82.0,86.0,74.0,76.0,82.0,80.0,75.0,82.0,76.0,70.0,82.0,53.0,72.0,58.0,83.0,63.0,37.0,75.0,76.0,70.0,73.0,34.0,36.0,30.0,9.0,11.0,7.0,7.0,15.0
639,200155,25,79.0,81,1.0,5.0,4.0,18.0,71.0,74.0,73.0,84.0,70.0,77.0,75.0,78.0,80.0,83.0,45.0,55.0,56.0,80.0,58.0,74.0,47.0,91.0,76.0,75.0,45.0,69.0,81.0,83.0,66.0,80.0,70.0,53.0,32.0,13.0,6.0,9.0,15.0,11.0
640,199823,25,79.0,82,1.0,3.0,3.0,24.0,73.0,73.0,65.0,82.0,58.0,77.0,81.0,78.0,81.0,81.0,65.0,61.0,67.0,74.0,75.0,75.0,57.0,76.0,73.0,76.0,66.0,73.0,68.0,80.0,69.0,80.0,75.0,75.0,69.0,8.0,11.0,6.0,7.0,10.0
641,199767,25,79.0,80,2.0,4.0,3.0,26.0,71.0,76.0,74.0,83.0,74.0,75.0,66.0,69.0,79.0,80.0,62.0,69.0,71.0,77.0,59.0,79.0,74.0,76.0,71.0,76.0,69.0,63.0,78.0,77.0,84.0,84.0,71.0,73.0,68.0,7.0,11.0,13.0,13.0,14.0
642,199561,31,79.0,79,3.0,3.0,4.0,8.0,77.0,79.0,56.0,76.0,65.0,80.0,82.0,80.0,67.0,80.0,74.0,70.0,82.0,84.0,81.0,74.0,66.0,70.0,63.0,81.0,73.0,50.0,81.0,79.0,74.0,82.0,49.0,39.0,27.0,10.0,15.0,12.0,8.0,8.0
643,199439,24,79.0,82,2.0,3.0,4.0,11.0,65.0,80.0,71.0,77.0,70.0,75.0,83.0,78.0,69.0,78.0,65.0,68.0,67.0,78.0,52.0,84.0,50.0,69.0,79.0,81.0,58.0,33.0,78.0,73.0,64.0,65.0,36.0,40.0,38.0,10.0,6.0,9.0,16.0,6.0
644,199416,28,79.0,79,1.0,4.0,3.0,11.0,79.0,79.0,47.0,77.0,75.0,82.0,85.0,81.0,78.0,81.0,79.0,77.0,79.0,75.0,78.0,83.0,66.0,68.0,66.0,79.0,63.0,45.0,78.0,80.0,65.0,67.0,73.0,58.0,55.0,14.0,8.0,13.0,7.0,11.0
645,199304,26,79.0,80,2.0,4.0,3.0,3.0,74.0,61.0,69.0,77.0,72.0,73.0,76.0,76.0,69.0,79.0,73.0,76.0,70.0,79.0,65.0,85.0,74.0,82.0,76.0,74.0,75.0,81.0,75.0,64.0,67.0,69.0,78.0,77.0,78.0,14.0,5.0,15.0,14.0,5.0
646,199189,24,79.0,82,2.0,5.0,4.0,15.0,65.0,68.0,65.0,82.0,61.0,85.0,68.0,70.0,78.0,84.0,69.0,70.0,66.0,74.0,58.0,81.0,62.0,69.0,77.0,80.0,74.0,45.0,71.0,79.0,65.0,80.0,54.0,58.0,51.0,9.0,14.0,12.0,6.0,10.0
647,199005,26,79.0,81,1.0,4.0,1.0,1.0,23.0,11.0,14.0,40.0,15.0,13.0,23.0,12.0,45.0,24.0,53.0,52.0,53.0,73.0,50.0,35.0,78.0,34.0,68.0,18.0,36.0,23.0,10.0,68.0,25.0,64.0,10.0,20.0,17.0,81.0,74.0,82.0,78.0,83.0
648,198715,29,79.0,79,2.0,4.0,4.0,7.0,41.0,82.0,76.0,72.0,81.0,77.0,73.0,64.0,34.0,78.0,76.0,75.0,81.0,77.0,75.0,78.0,77.0,73.0,68.0,79.0,71.0,35.0,80.0,61.0,75.0,78.0,55.0,33.0,21.0,9.0,8.0,9.0,11.0,12.0
649,198200,27,79.0,79,2.0,4.0,2.0,17.0,45.0,50.0,72.0,77.0,40.0,66.0,42.0,43.0,79.0,76.0,65.0,63.0,67.0,78.0,65.0,65.0,73.0,76.0,76.0,62.0,78.0,81.0,60.0,74.0,50.0,80.0,83.0,80.0,75.0,8.0,13.0,11.0,15.0,15.0
650,198118,27,79.0,80,2.0,3.0,2.0,23.0,52.0,49.0,85.0,78.0,49.0,67.0,42.0,53.0,75.0,73.0,65.0,72.0,53.0,79.0,50.0,78.0,76.0,77.0,82.0,66.0,81.0,83.0,63.0,65.0,50.0,74.0,80.0,79.0,82.0,14.0,8.0,14.0,10.0,15.0
651,198031,26,79.0,82,1.0,3.0,3.0,27.0,76.0,67.0,64.0,81.0,73.0,77.0,73.0,80.0,79.0,80.0,62.0,56.0,66.0,74.0,67.0,87.0,56.0,74.0,65.0,87.0,70.0,72.0,72.0,81.0,74.0,76.0,71.0,69.0,46.0,9.0,9.0,11.0,11.0,10.0
652,197083,30,79.0,79,2.0,4.0,3.0,18.0,83.0,72.0,65.0,78.0,68.0,81.0,80.0,61.0,70.0,80.0,77.0,78.0,76.0,79.0,74.0,78.0,76.0,85.0,70.0,81.0,74.0,76.0,75.0,77.0,83.0,76.0,70.0,72.0,68.0,12.0,10.0,13.0,6.0,14.0
653,196978,26,79.0,81,1.0,3.0,4.0,13.0,52.0,83.0,73.0,71.0,69.0,74.0,63.0,45.0,60.0,77.0,87.0,89.0,74.0,74.0,74.0,76.0,65.0,72.0,75.0,66.0,73.0,40.0,82.0,71.0,75.0,78.0,29.0,39.0,25.0,10.0,15.0,8.0,10.0,6.0
654,194957,26,79.0,80,2.0,3.0,2.0,4.0,60.0,44.0,78.0,73.0,49.0,59.0,38.0,35.0,67.0,64.0,54.0,59.0,52.0,77.0,59.0,68.0,82.0,64.0,79.0,59.0,86.0,80.0,42.0,54.0,55.0,68.0,76.0,81.0,82.0,10.0,8.0,6.0,16.0,11.0
655,194761,27,79.0,79,1.0,3.0,3.0,10.0,70.0,77.0,53.0,82.0,59.0,80.0,67.0,54.0,80.0,81.0,81.0,77.0,75.0,72.0,77.0,67.0,72.0,67.0,67.0,78.0,52.0,66.0,77.0,79.0,62.0,61.0,45.0,72.0,59.0,9.0,13.0,13.0,12.0,16.0
656,193738,28,79.0,79,2.0,4.0,4.0,10.0,79.0,74.0,67.0,78.0,69.0,84.0,78.0,78.0,76.0,83.0,75.0,72.0,85.0,79.0,78.0,78.0,77.0,84.0,63.0,79.0,75.0,66.0,70.0,78.0,80.0,72.0,50.0,54.0,55.0,15.0,16.0,11.0,6.0,16.0
657,193601,27,79.0,81,1.0,3.0,2.0,20.0,40.0,48.0,82.0,64.0,40.0,54.0,46.0,25.0,58.0,66.0,52.0,52.0,34.0,77.0,48.0,54.0,84.0,55.0,77.0,50.0,82.0,80.0,50.0,22.0,35.0,72.0,78.0,82.0,78.0,7.0,9.0,13.0,10.0,15.0
658,193171,30,79.0,79,1.0,3.0,3.0,11.0,80.0,53.0,68.0,79.0,38.0,69.0,67.0,59.0,65.0,78.0,79.0,81.0,76.0,69.0,78.0,75.0,73.0,78.0,63.0,62.0,85.0,80.0,66.0,57.0,56.0,69.0,76.0,78.0,79.0,10.0,11.0,16.0,10.0,14.0
659,192991,27,79.0,80,2.0,4.0,3.0,9.0,64.0,79.0,82.0,72.0,74.0,75.0,72.0,73.0,60.0,78.0,72.0,75.0,73.0,80.0,66.0,83.0,80.0,73.0,74.0,75.0,75.0,31.0,81.0,61.0,82.0,77.0,33.0,34.0,15.0,12.0,14.0,12.0,12.0,9.0
660,192679,28,79.0,79,1.0,2.0,3.0,18.0,81.0,56.0,68.0,77.0,51.0,68.0,69.0,69.0,77.0,75.0,72.0,77.0,74.0,78.0,77.0,81.0,74.0,83.0,69.0,63.0,75.0,81.0,63.0,56.0,66.0,69.0,80.0,76.0,81.0,9.0,15.0,7.0,13.0,14.0
661,192678,28,79.0,79,1.0,4.0,3.0,17.0,53.0,80.0,80.0,70.0,81.0,75.0,42.0,46.0,49.0,80.0,65.0,71.0,65.0,75.0,54.0,82.0,74.0,71.0,79.0,75.0,71.0,37.0,79.0,65.0,70.0,63.0,35.0,34.0,21.0,7.0,9.0,8.0,13.0,13.0
662,192598,28,79.0,79,2.0,4.0,4.0,9.0,67.0,75.0,79.0,75.0,76.0,76.0,76.0,80.0,66.0,77.0,86.0,76.0,77.0,75.0,74.0,86.0,76.0,79.0,77.0,72.0,68.0,56.0,77.0,78.0,85.0,76.0,30.0,57.0,35.0,9.0,16.0,7.0,8.0,7.0
663,192064,27,79.0,80,2.0,4.0,4.0,11.0,73.0,77.0,76.0,81.0,74.0,78.0,70.0,66.0,74.0,81.0,80.0,77.0,72.0,76.0,80.0,76.0,66.0,75.0,65.0,74.0,61.0,33.0,83.0,77.0,72.0,75.0,37.0,41.0,34.0,9.0,14.0,8.0,8.0,7.0
664,191076,27,79.0,79,1.0,4.0,4.0,7.0,82.0,70.0,64.0,78.0,72.0,81.0,79.0,77.0,75.0,79.0,79.0,77.0,76.0,77.0,76.0,84.0,78.0,78.0,70.0,74.0,66.0,58.0,74.0,79.0,70.0,79.0,58.0,59.0,49.0,7.0,6.0,14.0,10.0,8.0
665,190456,27,79.0,80,2.0,2.0,3.0,2.0,78.0,54.0,68.0,75.0,45.0,76.0,64.0,39.0,66.0,78.0,77.0,78.0,79.0,75.0,75.0,74.0,69.0,76.0,67.0,69.0,76.0,79.0,72.0,64.0,46.0,75.0,78.0,81.0,82.0,10.0,11.0,13.0,15.0,7.0
666,190243,30,79.0,79,2.0,3.0,1.0,35.0,12.0,27.0,18.0,29.0,26.0,13.0,15.0,17.0,25.0,17.0,41.0,46.0,41.0,72.0,31.0,38.0,67.0,39.0,78.0,12.0,25.0,23.0,8.0,15.0,22.0,42.0,13.0,15.0,14.0,81.0,80.0,63.0,79.0,81.0
667,190149,29,79.0,79,2.0,3.0,4.0,18.0,77.0,59.0,59.0,75.0,57.0,75.0,77.0,53.0,69.0,78.0,79.0,89.0,76.0,80.0,74.0,73.0,78.0,93.0,73.0,56.0,77.0,76.0,78.0,66.0,55.0,75.0,69.0,76.0,75.0,8.0,6.0,13.0,15.0,9.0
668,189682,28,79.0,79,1.0,3.0,2.0,6.0,63.0,30.0,79.0,63.0,29.0,63.0,45.0,31.0,61.0,65.0,62.0,63.0,63.0,75.0,70.0,60.0,93.0,70.0,82.0,39.0,82.0,79.0,38.0,60.0,36.0,74.0,79.0,81.0,80.0,15.0,7.0,12.0,10.0,14.0
669,189681,27,79.0,79,2.0,3.0,4.0,4.0,77.0,53.0,64.0,77.0,59.0,80.0,77.0,51.0,70.0,78.0,84.0,78.0,79.0,80.0,83.0,72.0,82.0,82.0,73.0,62.0,85.0,79.0,79.0,72.0,58.0,76.0,73.0,77.0,77.0,14.0,7.0,6.0,12.0,8.0
670,189560,30,79.0,79,2.0,4.0,3.0,21.0,53.0,69.0,79.0,83.0,66.0,70.0,66.0,70.0,81.0,81.0,39.0,35.0,51.0,75.0,31.0,81.0,64.0,66.0,84.0,65.0,75.0,78.0,77.0,77.0,73.0,76.0,79.0,79.0,74.0,14.0,11.0,6.0,15.0,8.0
671,189461,26,79.0,81,3.0,2.0,3.0,19.0,73.0,62.0,58.0,84.0,64.0,81.0,77.0,71.0,80.0,82.0,68.0,63.0,76.0,76.0,83.0,74.0,66.0,68.0,60.0,72.0,81.0,61.0,77.0,81.0,65.0,80.0,62.0,64.0,65.0,6.0,15.0,15.0,9.0,11.0
672,189433,28,79.0,79,2.0,2.0,2.0,21.0,47.0,20.0,85.0,57.0,45.0,58.0,40.0,42.0,49.0,63.0,54.0,55.0,45.0,78.0,48.0,52.0,61.0,63.0,79.0,22.0,76.0,79.0,41.0,51.0,50.0,71.0,81.0,84.0,79.0,16.0,8.0,7.0,8.0,16.0
673,189423,29,79.0,79,2.0,4.0,3.0,6.0,63.0,55.0,75.0,76.0,44.0,71.0,68.0,61.0,73.0,78.0,68.0,71.0,69.0,75.0,66.0,77.0,65.0,92.0,83.0,71.0,83.0,80.0,66.0,67.0,63.0,74.0,79.0,81.0,76.0,10.0,12.0,7.0,10.0,8.0
674,189271,27,79.0,80,2.0,3.0,3.0,17.0,60.0,54.0,60.0,77.0,53.0,72.0,55.0,41.0,74.0,78.0,70.0,72.0,73.0,74.0,81.0,71.0,81.0,78.0,79.0,57.0,91.0,82.0,62.0,67.0,52.0,74.0,78.0,80.0,79.0,9.0,9.0,8.0,10.0,15.0
675,188081,28,79.0,79,3.0,4.0,4.0,10.0,63.0,77.0,54.0,80.0,78.0,80.0,73.0,49.0,70.0,81.0,93.0,90.0,90.0,82.0,83.0,72.0,82.0,83.0,72.0,75.0,52.0,67.0,80.0,79.0,74.0,84.0,30.0,35.0,43.0,10.0,9.0,14.0,7.0,12.0
676,187735,28,79.0,79,3.0,3.0,4.0,10.0,75.0,70.0,67.0,79.0,72.0,78.0,74.0,75.0,76.0,81.0,81.0,69.0,71.0,80.0,72.0,76.0,73.0,74.0,66.0,71.0,69.0,71.0,76.0,81.0,65.0,78.0,69.0,71.0,70.0,11.0,16.0,12.0,14.0,10.0
677,187347,29,79.0,79,2.0,3.0,3.0,2.0,73.0,61.0,69.0,79.0,57.0,72.0,49.0,46.0,75.0,72.0,84.0,90.0,80.0,75.0,76.0,67.0,85.0,93.0,68.0,57.0,65.0,71.0,77.0,72.0,41.0,73.0,76.0,76.0,80.0,7.0,12.0,10.0,8.0,15.0
678,187052,28,79.0,80,2.0,3.0,3.0,6.0,62.0,56.0,61.0,83.0,56.0,73.0,70.0,67.0,79.0,76.0,74.0,69.0,73.0,76.0,65.0,68.0,71.0,81.0,75.0,67.0,83.0,81.0,41.0,72.0,68.0,73.0,73.0,75.0,72.0,13.0,9.0,16.0,15.0,7.0
679,186832,29,79.0,79,2.0,3.0,4.0,18.0,78.0,55.0,68.0,81.0,76.0,82.0,72.0,68.0,79.0,81.0,77.0,77.0,85.0,78.0,83.0,84.0,78.0,76.0,75.0,78.0,82.0,78.0,78.0,76.0,64.0,76.0,80.0,78.0,80.0,5.0,4.0,3.0,4.0,5.0
680,186148,29,79.0,80,2.0,3.0,1.0,1.0,15.0,10.0,13.0,25.0,12.0,12.0,11.0,10.0,22.0,22.0,46.0,50.0,43.0,80.0,41.0,21.0,69.0,32.0,55.0,14.0,32.0,21.0,15.0,42.0,24.0,61.0,20.0,12.0,13.0,75.0,76.0,70.0,79.0,81.0
681,186132,28,79.0,79,2.0,4.0,3.0,6.0,64.0,60.0,61.0,80.0,69.0,75.0,72.0,69.0,83.0,78.0,63.0,63.0,67.0,77.0,76.0,77.0,54.0,77.0,69.0,72.0,74.0,75.0,71.0,79.0,53.0,78.0,69.0,76.0,73.0,12.0,6.0,8.0,9.0,12.0
682,185431,30,79.0,79,3.0,4.0,3.0,9.0,60.0,83.0,78.0,72.0,75.0,73.0,64.0,54.0,48.0,78.0,67.0,73.0,69.0,78.0,58.0,76.0,68.0,71.0,77.0,60.0,68.0,42.0,87.0,66.0,70.0,78.0,46.0,32.0,28.0,9.0,11.0,9.0,11.0,7.0
683,184949,32,79.0,79,1.0,3.0,3.0,2.0,83.0,54.0,59.0,76.0,58.0,75.0,82.0,56.0,75.0,82.0,87.0,79.0,74.0,77.0,73.0,84.0,70.0,92.0,70.0,68.0,76.0,72.0,74.0,69.0,61.0,70.0,71.0,72.0,81.0,10.0,12.0,12.0,9.0,13.0
684,184881,28,79.0,79,3.0,3.0,4.0,89.0,78.0,68.0,60.0,74.0,68.0,85.0,62.0,68.0,67.0,82.0,83.0,89.0,86.0,78.0,76.0,79.0,72.0,72.0,58.0,74.0,62.0,31.0,77.0,75.0,62.0,63.0,30.0,32.0,31.0,13.0,7.0,10.0,10.0,8.0
685,184826,29,79.0,79,3.0,4.0,3.0,23.0,77.0,67.0,61.0,81.0,75.0,78.0,79.0,75.0,80.0,80.0,64.0,57.0,70.0,76.0,68.0,83.0,53.0,69.0,59.0,79.0,79.0,80.0,73.0,78.0,85.0,79.0,60.0,78.0,73.0,15.0,6.0,8.0,10.0,7.0
686,184134,30,79.0,79,2.0,2.0,3.0,25.0,62.0,54.0,70.0,78.0,41.0,68.0,65.0,53.0,76.0,72.0,61.0,62.0,71.0,77.0,57.0,76.0,74.0,89.0,80.0,68.0,84.0,82.0,59.0,62.0,54.0,76.0,78.0,80.0,81.0,1.0,1.0,1.0,1.0,1.0
687,183909,30,79.0,79,2.0,2.0,4.0,16.0,80.0,66.0,44.0,76.0,75.0,85.0,85.0,75.0,74.0,80.0,89.0,79.0,93.0,80.0,94.0,80.0,71.0,63.0,43.0,76.0,53.0,41.0,76.0,76.0,56.0,79.0,48.0,43.0,40.0,6.0,6.0,11.0,8.0,7.0
688,183892,31,79.0,79,1.0,3.0,2.0,2.0,68.0,60.0,76.0,71.0,66.0,57.0,68.0,54.0,65.0,70.0,75.0,75.0,66.0,72.0,60.0,68.0,76.0,77.0,82.0,58.0,81.0,80.0,63.0,60.0,49.0,73.0,77.0,80.0,78.0,12.0,16.0,10.0,12.0,6.0
689,183580,29,79.0,79,2.0,4.0,3.0,18.0,58.0,84.0,82.0,65.0,83.0,64.0,57.0,45.0,49.0,70.0,57.0,62.0,64.0,84.0,57.0,79.0,66.0,81.0,76.0,65.0,60.0,39.0,85.0,61.0,76.0,82.0,46.0,44.0,21.0,11.0,7.0,15.0,13.0,7.0
690,183497,32,79.0,79,2.0,3.0,1.0,27.0,19.0,16.0,24.0,22.0,14.0,15.0,11.0,11.0,36.0,23.0,44.0,34.0,45.0,75.0,49.0,22.0,64.0,33.0,66.0,18.0,18.0,23.0,10.0,47.0,21.0,60.0,20.0,15.0,24.0,80.0,78.0,72.0,77.0,81.0
691,183285,28,79.0,80,3.0,2.0,2.0,5.0,58.0,23.0,74.0,77.0,20.0,50.0,50.0,30.0,69.0,63.0,49.0,55.0,50.0,70.0,54.0,51.0,75.0,70.0,91.0,38.0,87.0,81.0,36.0,53.0,40.0,76.0,74.0,82.0,78.0,14.0,12.0,9.0,7.0,8.0
692,182002,28,79.0,80,2.0,2.0,2.0,12.0,58.0,46.0,75.0,70.0,33.0,59.0,36.0,39.0,68.0,76.0,65.0,63.0,36.0,75.0,38.0,61.0,79.0,68.0,90.0,50.0,77.0,80.0,44.0,44.0,58.0,71.0,75.0,81.0,75.0,10.0,16.0,12.0,9.0,14.0
693,181820,28,79.0,79,3.0,4.0,3.0,10.0,72.0,80.0,74.0,81.0,79.0,82.0,85.0,72.0,64.0,83.0,68.0,73.0,79.0,76.0,68.0,81.0,70.0,68.0,72.0,80.0,50.0,30.0,80.0,82.0,80.0,78.0,31.0,32.0,30.0,9.0,7.0,5.0,9.0,10.0
694,178311,31,79.0,79,3.0,4.0,4.0,9.0,72.0,78.0,60.0,76.0,76.0,83.0,80.0,78.0,58.0,83.0,85.0,84.0,81.0,78.0,80.0,80.0,50.0,78.0,60.0,76.0,60.0,24.0,83.0,78.0,78.0,78.0,31.0,20.0,26.0,8.0,12.0,11.0,10.0,9.0
695,178224,30,79.0,79,3.0,3.0,3.0,17.0,64.0,84.0,79.0,65.0,74.0,73.0,67.0,52.0,56.0,77.0,77.0,69.0,75.0,82.0,79.0,75.0,83.0,66.0,53.0,66.0,59.0,26.0,86.0,70.0,74.0,79.0,21.0,29.0,25.0,14.0,12.0,9.0,12.0,11.0
696,177723,30,79.0,79,1.0,4.0,1.0,31.0,15.0,14.0,14.0,44.0,13.0,25.0,19.0,15.0,40.0,35.0,59.0,54.0,57.0,74.0,48.0,25.0,76.0,42.0,56.0,14.0,33.0,26.0,14.0,51.0,22.0,56.0,22.0,14.0,11.0,76.0,80.0,77.0,77.0,79.0
697,177644,31,79.0,79,2.0,2.0,1.0,13.0,24.0,14.0,13.0,30.0,12.0,12.0,25.0,25.0,24.0,20.0,32.0,49.0,43.0,74.0,58.0,24.0,69.0,43.0,79.0,13.0,45.0,20.0,12.0,52.0,23.0,60.0,26.0,15.0,11.0,74.0,81.0,79.0,81.0,77.0
698,177633,31,79.0,79,1.0,3.0,3.0,9.0,56.0,79.0,74.0,73.0,78.0,80.0,49.0,50.0,49.0,81.0,74.0,74.0,79.0,80.0,76.0,81.0,76.0,66.0,64.0,80.0,62.0,26.0,79.0,62.0,69.0,70.0,42.0,23.0,20.0,6.0,13.0,8.0,14.0,11.0
699,177358,28,79.0,79,2.0,3.0,3.0,18.0,65.0,58.0,69.0,78.0,56.0,68.0,68.0,63.0,75.0,80.0,58.0,58.0,69.0,76.0,69.0,71.0,68.0,79.0,75.0,56.0,81.0,81.0,63.0,69.0,56.0,79.0,77.0,78.0,77.0,6.0,11.0,12.0,14.0,7.0
700,176944,30,79.0,79,3.0,3.0,3.0,8.0,61.0,73.0,93.0,81.0,68.0,67.0,64.0,46.0,66.0,82.0,41.0,48.0,47.0,81.0,49.0,75.0,64.0,75.0,91.0,65.0,94.0,74.0,84.0,73.0,64.0,78.0,77.0,77.0,60.0,8.0,6.0,9.0,15.0,16.0
701,176731,32,79.0,79,2.0,3.0,3.0,19.0,58.0,70.0,86.0,75.0,53.0,68.0,54.0,32.0,72.0,74.0,55.0,61.0,53.0,77.0,55.0,81.0,56.0,89.0,86.0,72.0,89.0,82.0,75.0,71.0,66.0,76.0,73.0,79.0,80.0,14.0,9.0,13.0,13.0,9.0
702,176550,29,79.0,79,2.0,3.0,1.0,1.0,11.0,10.0,15.0,36.0,12.0,12.0,10.0,13.0,32.0,32.0,34.0,34.0,44.0,72.0,50.0,35.0,75.0,29.0,38.0,12.0,20.0,25.0,16.0,50.0,26.0,60.0,11.0,13.0,12.0,83.0,70.0,78.0,77.0,85.0
703,173426,30,79.0,79,3.0,2.0,1.0,12.0,11.0,11.0,16.0,37.0,16.0,14.0,16.0,12.0,34.0,26.0,50.0,52.0,34.0,74.0,52.0,45.0,69.0,31.0,72.0,16.0,34.0,21.0,14.0,43.0,41.0,61.0,7.0,14.0,16.0,80.0,74.0,64.0,76.0,82.0
704,172723,31,79.0,79,3.0,2.0,1.0,27.0,14.0,19.0,12.0,26.0,12.0,16.0,17.0,15.0,32.0,24.0,52.0,58.0,52.0,74.0,40.0,28.0,38.0,36.0,80.0,12.0,42.0,21.0,11.0,34.0,40.0,61.0,18.0,11.0,12.0,80.0,80.0,72.0,77.0,79.0
705,170797,29,79.0,79,3.0,3.0,3.0,17.0,79.0,61.0,64.0,84.0,80.0,76.0,82.0,80.0,84.0,81.0,40.0,34.0,74.0,82.0,73.0,83.0,71.0,60.0,71.0,77.0,66.0,80.0,67.0,82.0,39.0,84.0,74.0,74.0,77.0,13.0,10.0,13.0,12.0,11.0
706,169705,28,79.0,79,2.0,3.0,3.0,21.0,82.0,50.0,68.0,76.0,43.0,77.0,74.0,66.0,70.0,78.0,78.0,76.0,73.0,76.0,69.0,59.0,70.0,78.0,70.0,54.0,73.0,77.0,63.0,51.0,52.0,76.0,76.0,81.0,80.0,11.0,13.0,15.0,10.0,15.0
707,169115,32,79.0,79,2.0,2.0,2.0,5.0,60.0,23.0,76.0,66.0,52.0,54.0,47.0,35.0,68.0,62.0,58.0,55.0,60.0,79.0,56.0,63.0,79.0,63.0,75.0,41.0,76.0,84.0,30.0,36.0,31.0,74.0,78.0,83.0,80.0,14.0,7.0,12.0,12.0,12.0
708,164859,29,79.0,79,3.0,3.0,3.0,11.0,72.0,74.0,58.0,72.0,71.0,81.0,76.0,74.0,61.0,78.0,89.0,89.0,79.0,77.0,77.0,76.0,65.0,69.0,56.0,65.0,65.0,35.0,77.0,72.0,74.0,76.0,37.0,39.0,36.0,11.0,8.0,9.0,9.0,8.0
709,164029,34,79.0,79,1.0,3.0,4.0,19.0,51.0,80.0,79.0,69.0,84.0,79.0,78.0,53.0,52.0,82.0,64.0,59.0,86.0,80.0,69.0,83.0,93.0,63.0,71.0,78.0,66.0,18.0,83.0,55.0,70.0,78.0,35.0,35.0,27.0,8.0,9.0,16.0,9.0,11.0
710,163264,32,79.0,79,2.0,3.0,1.0,1.0,17.0,12.0,16.0,32.0,12.0,17.0,15.0,13.0,37.0,28.0,56.0,55.0,54.0,73.0,52.0,14.0,73.0,40.0,66.0,12.0,31.0,24.0,12.0,46.0,24.0,62.0,16.0,15.0,13.0,79.0,78.0,74.0,80.0,80.0
711,161648,31,79.0,79,3.0,4.0,5.0,18.0,70.0,70.0,46.0,78.0,72.0,88.0,76.0,73.0,74.0,80.0,77.0,69.0,82.0,70.0,79.0,78.0,74.0,51.0,65.0,75.0,61.0,36.0,72.0,78.0,84.0,77.0,31.0,27.0,21.0,12.0,8.0,9.0,13.0,12.0
712,160741,31,79.0,79,2.0,2.0,2.0,19.0,44.0,46.0,78.0,73.0,65.0,44.0,45.0,67.0,75.0,59.0,76.0,79.0,61.0,76.0,55.0,74.0,77.0,68.0,80.0,63.0,79.0,75.0,31.0,49.0,54.0,78.0,78.0,83.0,78.0,6.0,10.0,12.0,9.0,8.0
713,159065,33,79.0,79,3.0,4.0,4.0,22.0,77.0,80.0,57.0,80.0,77.0,82.0,83.0,79.0,65.0,83.0,85.0,83.0,87.0,81.0,85.0,79.0,82.0,68.0,71.0,78.0,73.0,31.0,82.0,83.0,69.0,78.0,40.0,40.0,37.0,6.0,15.0,11.0,9.0,12.0
714,158232,32,79.0,79,3.0,3.0,4.0,8.0,67.0,82.0,77.0,79.0,78.0,87.0,78.0,62.0,68.0,86.0,67.0,65.0,76.0,82.0,76.0,76.0,76.0,64.0,67.0,67.0,35.0,32.0,83.0,78.0,85.0,81.0,50.0,38.0,27.0,8.0,9.0,14.0,7.0,6.0
715,158133,33,79.0,79,2.0,3.0,4.0,10.0,80.0,73.0,65.0,77.0,69.0,78.0,80.0,75.0,73.0,79.0,84.0,84.0,75.0,77.0,66.0,75.0,76.0,69.0,78.0,72.0,73.0,39.0,75.0,80.0,79.0,80.0,17.0,43.0,29.0,15.0,12.0,5.0,12.0,15.0
716,157301,31,79.0,79,3.0,3.0,4.0,11.0,72.0,77.0,71.0,71.0,67.0,82.0,77.0,50.0,66.0,79.0,83.0,82.0,77.0,71.0,74.0,85.0,82.0,84.0,78.0,82.0,58.0,34.0,77.0,74.0,70.0,75.0,39.0,28.0,21.0,16.0,8.0,12.0,11.0,15.0
717,152908,32,79.0,79,2.0,3.0,4.0,18.0,84.0,64.0,57.0,79.0,71.0,77.0,86.0,75.0,70.0,79.0,77.0,72.0,77.0,80.0,76.0,75.0,55.0,75.0,67.0,69.0,78.0,77.0,67.0,76.0,60.0,74.0,75.0,76.0,74.0,16.0,10.0,15.0,16.0,15.0
718,150724,31,79.0,79,3.0,3.0,1.0,20.0,14.0,14.0,10.0,34.0,19.0,23.0,17.0,13.0,35.0,20.0,56.0,60.0,50.0,72.0,32.0,40.0,69.0,28.0,61.0,19.0,36.0,25.0,14.0,42.0,30.0,58.0,16.0,14.0,13.0,80.0,76.0,70.0,77.0,81.0
719,142707,35,79.0,79,2.0,4.0,4.0,15.0,66.0,80.0,76.0,75.0,74.0,78.0,78.0,73.0,70.0,80.0,77.0,83.0,84.0,74.0,80.0,77.0,84.0,77.0,75.0,75.0,61.0,59.0,82.0,72.0,80.0,84.0,30.0,58.0,29.0,8.0,10.0,11.0,13.0,6.0
